,_id.$oid,article_image,article_section,article_tags,authors,comments,date_comments_parsed.$date,date_modified.$date,date_published.$date,description,discussion_section_open,headline,keyword_urls,og_fields.og:description,og_fields.og:image,og_fields.og:title,og_fields.og:type,og_fields.og:url,share_count,text,topic_seed_url,url
0,5cc078eba2c3613145ed8c59,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/7c2de1e41d12080760e88d7231f7c4fd7b562648/0_215_5013_3007/master/5013.jpg?width=300&quality=85&auto=format&fit=max&s=02dcf4544aec56b355d6e551cd7a5bc2', u'description': u'The Katowice talks are centred on raising countries’ level of ambition to counter climate change.
Photograph: Fehim Demir/EPA', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/7c2de1e41d12080760e88d7231f7c4fd7b562648/0_215_5013_3007/master/5013.jpg?width=700&quality=85&auto=format&fit=max&s=f96513d1487e7474a082c198da6d44fd', u'height': u'3007', u'width': u'5013'}}, {u'type': u'http://schema.org/ImageObject', u'properties': {u'url': u'https://i.guim.co.uk/img/media/e7541daf7c9bc7fa3ec4de902c9098e98bf6aebd/0_61_3500_2101/master/3500.jpg?width=700&quality=85&auto=format&fit=max&s=ecc6694cf0405b31a3dfbe1cef2d0d2e', u'width': u'3500', u'contentUrl': u'https://i.guim.co.uk/img/media/e7541daf7c9bc7fa3ec4de902c9098e98bf6aebd/0_61_3500_2101/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=348ef49306207a5d17a4e73a38344a69', u'description': u'Al Gore at the COP24 UN climate change conference 2018 in Katowice, Poland. Photograph: Agencja Gazeta/Reuters', u'height': u'2101'}}]",Environment,"[Climate change, United Nations, Fossil fuels, Xi Jinping, World news, Environment, China, Asia Pacific, Energy, Poland]","[Fiona Harvey, Ben Doherty, Jonathan Watts]",,,1544705513000,1544648378000,"EU, Canada, New Zealand and developing countries pledge action to keep level of global warming below 1.5C",,m,"[https://www.theguardian.com/world/unitednations, https://www.theguardian.com/environment/fossil-fuels, https://www.theguardian.com/world/xi-jinping, https://www.theguardian.com/world/china, https://www.theguardian.com/world/asia-pacific, https://www.theguardian.com/environment/energy, https://www.theguardian.com/tone/news]","EU, Canada, New Zealand and developing countries pledge action to keep level of global warming below 1.5C",https://i.guim.co.uk/img/media/7c2de1e41d12080760e88d7231f7c4fd7b562648/0_215_5013_3007/master/5013.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=451cd206600bf6e03415f77653dcd463,Climate change talks lead to heightened pledge to cut emissions,article,http://www.theguardian.com/environment/2018/dec/12/un-chief-antonio-guterres-attempts-to-revive-flagging-climate-change-talks,0,"The EU and scores of developing countries have pledged to toughen their existing commitments to reduce greenhouse gas emissions to enable the world to stay within a 1.5C rise in global warming.
The promise, which follows increasingly dire scientific warnings, was the most positive message yet to come from the ongoing talks in Poland.
The announcement came at the end of a day in which the UN secretary general made an impassioned intervention to rescue the talks, which have been distracted by US, Russian and Saudi moves to downgrade scientific advice.
“We’re running out of time,” António Guterres told the plenary. “To waste this opportunity would compromise our last best chance to stop runaway climate change. It would not only be immoral, it would be suicidal.”
The talks have centred on devising a rulebook for implementing the 2015 Paris agreement and raising countries’ level of ambition to counter climate change, but progress has been slow on several key issues and divisions have emerged between four fossil fuel powers – the US, Russia, Saudi Arabia and Kuwait – and the rest of the world.
The UN believes China could play a stronger role in the absence of leadership from the US. Sources said Guterres would make a telephone call to Xi to ask for his help in nudging talks forward.
The EU also wants China, which is a key member of the block of 77 developing countries, to step up to ensure that countries all follow the same rules in being transparent over their greenhouse gas emissions.
Campaigners praised the decision by the High Ambition Coalition group of countries, made up of the EU and four other developed countries, including Canada and New Zealand, as well as the large grouping of least developed countries and several other developing nations, to scale up their emissions-cutting efforts in line with a 1.5C temperature rise limit.
Wendel Trio, director of the Climate Action Network Europe, said: “The spirit of Paris is back. The statement will boost greater ambition at the crunch time of these so far underwhelming talks. For the EU this must mean a commitment to significantly increase its 2030 target by 2020, even beyond the 55% reduction some member states and the European parliament are calling for. We call upon the countries that have not signed the statement so far to stop ignoring the science.” 
Guterres, in a pointed criticism aimed at the four countries that have been refusing to “welcome” the Intergovernmental Panel on Climate Change’s special report on 1.5-degree warming, said rejecting climate science was indefensible.
He added: “The IPCC special report is a stark acknowledgment of what the consequences of global warming beyond 1.5 degrees will mean for billions of people around the world, especially those who call small island states home. This is not good news, but we cannot afford to ignore it.”
Frank Bainimarama, the prime minister of Fiji and the outgoing chair of COP23, amplified Guterres’ message. He told delegates they risked going down in history as “the generation that blew it – that sacrificed the health of our world and ultimately betrayed humanity because we didn’t have the courage and foresight to go beyond our short-term individual concerns: craven, irresponsible and selfish”.
The former US vice-president Al Gore told delegates they faced “the single most important moral choice in history of humanity”.
Behind the scenes, delegates said there had been strong progress on finance thanks to a doubling of commitments by Germany and Norway to help poorer nations adapt to climate change and build institutions capable of monitoring emissions. Nicholas Stern, the author of a landmark review on the economics of climate change, praised “the level of ideas and cooperation”.
But others said there were still many disputed brackets in the negotiating text on transparency and other elements of the rulebook.
“There has been some progress, but it’s a very worrying time. There is still a lot more on the table than we hoped for at this stage,” said Helen Mountford, vice-president of the World Resources Institute. “The secretary general is coming in to make sure this COP can land in a good place. He will hold a summit next year to raise ambitions. If he wants success there, then here we need a robust rulebook and clear signals on ambition and finance.”
Janos Pasztor, the former climate adviser to Ban Ki-moon, told the Guardian that Guterres was doing the right thing by intervening at a crucial stage. “He needs to make clear what the IPCC has described as a major challenge, and that we have to deliver on that,” he said.
Pasztor added: “We are talking about the need for massive emissions reductions, that have to happen now, not in the future. It is very daunting. The secretary general has reminded the world of what is at stake, and the political significance of that.”
The contrasts with the Paris climate summit, in terms of the political atmosphere, were striking. David Levaï, who was part of the French government team that helped to broker the successful 2015 conference, said the geopolitical winds were far less favourable today. Globally, the rise of nationalists such as Donald Trump in the US and Jair Bolsonaro in Brazil has tilted power towards fossil fuel and agribusiness interests.
He said: “In the year before Paris, all countries made clear that they wanted an agreement. Now, there are repeated attacks on multilateralism, and this has empowered groups that take negative actions.”
Levaï, who is at the Institute for Sustainable Development and International Relations, expressed hope that the secretary general might make a difference. “The fact that he has come back shows he feels a need to whip countries into order,” he said.
There has been some criticism of the pro-coal government of Poland for failing to press governments to raise their ambitions. But it joined Fiji as co-chair of the Talanoa phase of the negotiations to issue a call for action that recognised the importance of the 1.5C report as the basis for more urgency and ambition.
“The window for action is closing fast. We need to do more and we need to do it now,” said the document, which would form part of the official statement from this conference.",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/environment/2018/dec/12/un-chief-antonio-guterres-attempts-to-revive-flagging-climate-change-talks
1,5cc078f3a2c3613145ed8c5e,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'url': u'https://i.guim.co.uk/img/media/816b70b3bdff595028ff0631eeffdc8150013a13/0_0_3546_2364/master/3546.jpg?width=700&quality=85&auto=format&fit=max&s=a7f2443f95b956c8d97b4a022398d2b9', u'width': u'3546', u'contentUrl': u'https://i.guim.co.uk/img/media/816b70b3bdff595028ff0631eeffdc8150013a13/0_0_3546_2364/master/3546.jpg?width=300&quality=85&auto=format&fit=max&s=0236d1a4f38880383fcde358ef786976', u'description': u'Protesters disrupt US panel with chants of ‘Keep it in the ground’ and ‘Shame on you’. Photograph: Lukasz Kalinowski/REX/Shutterstock', u'height': u'2364'}}]",Environment,"[Climate change, Coal, Fossil fuels, US news, Poland, Energy, Environment, Europe, World news, Protest, Trump administration, United Nations, US politics]",[Jonathan Watts],,,1552563429000,1544458887000,"Official event praising coal, oil and gas met with laughter and chants of ‘shame on you’",,l,"[https://www.theguardian.com/environment/coal, https://www.theguardian.com/environment/fossil-fuels, https://www.theguardian.com/world/poland, https://www.theguardian.com/environment/energy, https://www.theguardian.com/world/europe-news, https://www.theguardian.com/world/protest, https://www.theguardian.com/tone/news]","Official event praising coal, oil and gas met with laughter and chants of ‘shame on you’",https://i.guim.co.uk/img/media/bc1d9d7e6354240dbf4eb372fccfecc1a140d4f2/0_269_4032_2419/master/4032.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=aba49c42d2eb5a4635fe439a40437924,Protesters disrupt US panel's fossil fuels pitch at climate talks,article,http://www.theguardian.com/environment/2018/dec/10/protesters-disrupt-us-panels-fossil-fuels-pitch-at-climate-talks,0,"A Trump administration presentation extolling the virtues of fossil fuels at the UN climate talks in Poland has been met with guffaws of laughter and chants of “Shame on you”.
Monday’s protest came during a panel discussion by the official US delegation, which used its only public appearance to promote the “unapologetic utilisation” of coal, oil and gas. Although these industries are the main source of the carbon emissions that are causing global warming, the speakers boasted the US would expand production for the sake of global energy security and planned a new fleet of coal plants with technology it hoped to export to other countries.
The event featured prominent cheerleaders for fossil fuels and nuclear power, including Wells Griffith, Donald Trump’s adviser on global energy and climate, Steve Winberg, the assistant secretary for fossil energy at the energy department, and Rich Powell, the executive director of the ClearPath Foundation, a non-profit organisation focused on “conservative clean energy”. The only non-American was Patrick Suckling, the ambassador for the environment in Australia’s coal-enthusiast government.
None of the US participants mentioned climate change or global warming, focusing instead of “innovation and entrepreneurship” in the technological development of nuclear power, “clean coal” and carbon capture and storage.
Ten minutes into Griffith’s opening speech, he was interrupted by a sudden, sustained, loud volley of laughter by several dozen protesters that was then followed by a single shout of “It’s not funny”, and then a series of chants of “Keep it in the ground” and “Shame on you”.
Several campaigners read statements. “There is no such thing as clean coal. Coal is deadly from the beginning to the end. They talk about the life cycle of coal, I talk about it as a death march. My father died of black lung, and I am in this struggle with others whose fathers and husbands are dying of black lung right now,” said Teri Blanton of Kentuckians for the Commonwealth, which represents Appalachian coal workers in North America.
After the protesters were led away by security guards, Griffiths said: “In the US our policy is not to keep it in the ground, but to use it as cleanly and efficiently as possible”.
This statement was contradicted by climate analysts, who noted the US environment agency estimates that 1,400 more deaths per year will result from Trump’s proposal to replace the Clean Power Act.
“It’s ludicrous for Trump officials to claim that they want to clean up fossil fuels, while dismantling standards that would do just that,” said Dan Lashof, the director of the World Resources Institute. “Since taking office, this administration has proposed to roll back measures to cut methane leaks from oil and gas operations, made it easier for companies to dump coal ash into drinking water, and just days ago proposed easing carbon pollution rules for new coal-fired power plants.”
Griffith boasted the US had the largest coal reserves in the world and was producing more petroleum than ever. “To achieve economic growth and eradicate poverty, all energy uses are important and they will be utilised unapologetically,” he said.
Echoing a claim often made by Trump, Griffiths said the US would not be subject to agreements that hamstrung domestic growth, while allowing China to operate with high emissions.
This was the second consecutive year that the Trump team was heckled after promoting fossil fuels and nuclear power at the climate talks, underscoring how the US position has shifted since the president took power in 2017.
The US was a key player in forging the Paris agreement in 2015, but its standing has steadily eroded since. In 2017, Trump announced he would pull the US out of the global accord. This year, his representatives have taken a still more destructive stance by aligning with Russia, Saudi Arabia and Kuwait to try to downgrade a key report by the world’s scientists that warned of the dangers of global warming moving beyond 1.5C above pre-industrial levels.
None of the panelists would be drawn on the study, but Griffith spoke out against “alarmism” that, he claimed, displaced pragmatic solutions to address environmental concerns with prescriptive regulations that put jobs at risk and raised costs for consumers. In fact, scientists say their forecasts about climate impacts have been too conservative, while economists say the shift to renewables has resulted in cheaper energy for many users.
Winberg said the US government was planning to support a new fleet of small, modular coal plants that he claimed would be energy-efficient and have near-zero emissions if combined with carbon capture technology. After initial development in the US, he said they could be exported to other countries. “They offer opportunity for developing nations to access tomorrow’s coal technology to improve energy security,” he said. He also proposed more pipelines to oil fields in the Gulf of Mexico.
Despite this public commitment, the US use of coal is declining because renewables are cheaper, according to Nathaniel Keohane, the senior vice-president for the Environmental Defense Fund nonprofit group.
“Trump is playing politics, but it’s not changing the facts on the ground,” he said. “Coal usage in the US just hit a 39-year low. If we really want to protect our economy, we’ll move aggressively toward 100% clean energy.”
An alternative, non-official US delegation has backed a faster transition to renewables. Made up of city- and state-level governments, business executives and religious leaders, the “We’re still in” group is staging dozens of events in a bid to show action is still possible without White House support.
Nonetheless, many observers at the official US panel were ashamed at the position of their federal government. “I was completely embarrassed to be an American”, said Leo McNeil Woodberry of the Climate Action Network. “Everything they proposed was absolutely wrong. I can’t believe they are putting profits over the planet, and profits over people.”",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/environment/2018/dec/10/protesters-disrupt-us-panels-fossil-fuels-pitch-at-climate-talks
