,_id.$oid,article_image,article_section,article_tags,authors,comments,date_comments_parsed.$date,date_modified.$date,date_published.$date,description,discussion_section_open,headline,keyword_urls,og_fields.og:description,og_fields.og:image,og_fields.og:title,og_fields.og:type,og_fields.og:url,share_count,text,topic_seed_url,url
0,5cc08090a2c3613145ed8f31,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/582e8544a857f68390e2ddf851c55c93f6cf91c5/0_129_4230_2537/master/4230.jpg?width=300&quality=85&auto=format&fit=max&s=b43d4552100452664ce67f91efd5ec21', u'description': u'The SMMT says an ‘anti-diesel agenda’ is contributing to the rise in CO2 emissions. But campaigners say that is a ‘smokescreen’.
Photograph: Patrick Pleul/AFP/Getty Images', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/582e8544a857f68390e2ddf851c55c93f6cf91c5/0_129_4230_2537/master/4230.jpg?width=700&quality=85&auto=format&fit=max&s=fb008b3361cb3e7aacc1f14b66b8edc9', u'height': u'2537', u'width': u'4230'}}]",Business,"[Automotive industry, Greenhouse gas emissions, UK news, Business, Climate change, Environment]",[Gwyn Topham],,,1519689690000,1519689690000,Climate change targets may be missed as consumers buy bigger cars and turn away from diesel,,O,"[https://www.theguardian.com/environment/carbon-emissions, https://www.theguardian.com/environment/climate-change, https://www.theguardian.com/tone/news]",Climate change targets may be missed as consumers buy bigger cars and turn away from diesel,https://i.guim.co.uk/img/media/582e8544a857f68390e2ddf851c55c93f6cf91c5/0_129_4230_2537/master/4230.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMTgucG5n&s=3dcc5a02b8b06d0e239e94467a47ecd9,CO2 emissions from average UK new car rise for first time since 2000,article,http://www.theguardian.com/business/2018/feb/27/co2-emissions-from-average-uk-new-car-rise-for-first-time-since-2000,0,"CO2 emissions from the average new car sold in the UK rose last year for the first time since 2000, according to an industry report, raising fears that the country will fail to meet its climate change targets as consumers buy bigger vehicles and turn against diesel. 
Although motor manufacturers said new models coming on to the market were on average about 12% more fuel-efficient than their older versions, campaigners said a higher proportion of gas-guzzling vehicles leaving the forecourt had led to a 0.8% increase in the average amount of C02 generated per new car. 
Falling consumer confidence has affected the lower end of the car market, with sales of the smallest, cheapest vehicle down by more than 10%. 
The Society for Motor Manufacturers and Traders said an “anti-diesel agenda” was contributing to the rise in CO2 emissions. Diesel registrations fell by 17% last year after the emissions scandals. Diesel engines have tended to have greater fuel efficiency than petrol engines, but have been responsible for a rapid rise in NOx emissions and severe air pollution in urban areas. The SMMT said the decline in diesel would make it harder for the UK to hit its CO2 reduction targets.
Its report acknowledged that cheaper running costs may have encouraged committed diesel drivers to buy bigger models, noting: “Consumers appear to have often used the improved efficiency of the products to enable them to move into larger and higher value vehicles.”
Greg Archer, of the cleaner transport campaign group Transport &amp; Environment, said: “The principal reason CO2 emissions are rising is that carmakers are selling more gas-guzzling SUVs. Blaming the slump in diesel sales is a smokescreen that hide their failure to fit fuel efficiency technologies to the new cars they are selling.”
The SMMT said sales of electric cars were disappointing and thatlong-term incentives would be needed to achieve cuts in CO2 emissions of almost 6% a year until 2021 under EU requirements. The industry said confusion over government policy was causing buyers to hold back, particularly tax changes that took effect last April and more announced in the autumn budget. Despite long-term hopes for electric and hybrid vehicles, 95% of the UK’s 2.5m new cars sold were still either petrol or diesel. 
Average emissions for a new car rose to 121.0g of CO2 per kilometre, which was the same as 2015 levels. However, the levels were 33% lower than those in 2000. Estimates of CO2 emissions of the average new car are likely to be 20% higher from September 2018, when tests designed to better reflect normal driving comes into force. 
Total CO2 emissions from all cars in use on UK roads are down just 7% since 2000, according to the SMMT report. This is despite the gradual replacement of vehicles with more efficient models. Emissions have risen over the last three years owing to increased traffic on UK roads. 
Mike Hawes, the chief executive of the SMMT, said: “The industry shares government’s vision of a low-carbon future and is investing to get us there – but we can’t do it overnight; nor can we do it alone. The anti-diesel agenda has set back progress on climate change, while electric vehicle demand remains disappointingly low amid consumer concerns around charging infrastructure availability and affordability. 
“To accelerate fleet renewal, motorists must have the confidence to invest in the cleanest cars for their needs – however they are powered. A consistent approach to incentives and tax, and greater investment in charging infrastructure will be critical.”
Sales of new cars declined by 5.7% last year after five years of growth, with plunging diesel sales after the government signalled tax changes on company cars and cities considered punitive measures to tackle air quality after the VW diesel test-rigging scandal. ",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/business/2018/feb/27/co2-emissions-from-average-uk-new-car-rise-for-first-time-since-2000
1,5cc08091a2c3613145ed8f32,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/0d24a862d7f42f0414091062b0c287f168829529/0_61_4752_2851/master/4752.jpg?width=300&quality=85&auto=format&fit=max&s=20bbff7908518da60f83034ca1e7045f', u'description': u'The green manifesto covers Ibiza (pictured), Majorca, Menorca and Formentera.
Photograph: Alamy Stock Photo', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/0d24a862d7f42f0414091062b0c287f168829529/0_61_4752_2851/master/4752.jpg?width=700&quality=85&auto=format&fit=max&s=367175228da26e0a96a75bb4cdf02bca', u'height': u'2851', u'width': u'4752'}}]",Environment,"[Greenhouse gas emissions, Travel and transport, Spain, Energy, Climate change, Environment, Europe, World news]",[Arthur Neslen],,,1518732031000,1518694214000,Green manifesto for 2050 includes measures for transport and clean energy but could put islands on a path to confrontation with Madrid,,m,"[https://www.theguardian.com/environment/travel-and-transport, https://www.theguardian.com/world/spain, https://www.theguardian.com/environment/energy, https://www.theguardian.com/environment/climate-change, https://www.theguardian.com/world/europe-news, https://www.theguardian.com/tone/news]",Green manifesto for 2050 includes measures for transport and clean energy but could put islands on a path to confrontation with Madrid,https://i.guim.co.uk/img/media/0d24a862d7f42f0414091062b0c287f168829529/0_61_4752_2851/master/4752.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMTgucG5n&s=b41e2d6d1d6aa286ae196a1bf3f81abe,Balearics launch pioneering plan to phase out emissions,article,http://www.theguardian.com/environment/2018/feb/15/balearics-launch-pioneering-plan-to-phase-out-emissions,0,"The Balearic islands’ government has launched a pioneering plan to phase out greenhouse gas emissions by 2050, potentially setting itself on a collision course with the Spanish government.
Under the green manifesto, new diesel cars will be taken off the car market in Ibiza, Majorca, Menorca and Formentera from 2025 – the same year that all street and road lighting will be replaced by LEDs.
Solar panels will be installed on all buildings with roof spans of more than 1,000 square metres – car parks, hospitals, supermarkets and sports stadiums – coal plants will be phased out and, by 2035, all car hire fleets on the islands will be electrified.
Francina Armengol, the president of the Balearics’ socialist-green government, said their territorial limits made them “an ideal space to promote electromobility and to expand renewable energy so that it eventually becomes our only source of power.” 
“We are very aware that plenty of the measures in the law we are announcing today demand efforts from the public and private sectors,” she said. “It has to be this way if the law is to be more than a mere statement of intent.”
Joan Groizard, the islands’ director-general for climate change said the move put them on a path to confrontation with Madrid, and his government was studying the legal implications “very carefully”. 
“There is a live debate about what regions can and can’t do, and we are working very practically on the legal side of this,” he told the Guardian.
“We can’t ratify the Paris agreement on our own but we can take a decision to adhere to it. Climate change is already having a big impact on our islands and hopefully our actions can have a knock-on effect elsewhere.”
Water bills on the archipelago have surged recently due to more frequent droughts and storms, while warming waters have brought seasonal jellyfish plagues and degraded marine ecosystems.
Spain’s prime minister, Mariano Rajoy, has promised to bring forward a delayed national climate plan this year, as climate change concerns have grown. 
But environmentalists have been alarmed by governmental attempts to seek a royal decree preventing the shutdown of coal plants in the country’s north.
A ministry spokesperson said that public consultations for a draft climate law were still under way and that Spain maintained an ambitious renewables policy, despite biting cuts to subsidies.
“In the Balearics, the difference [is that] the cost of energy production is subsidised and included in the electricity bill of all the Spanish citizens,” the official said. “Therefore, the energy policy [requires] consensus between the different Spanish administrations.”
The question of whether Madrid or Spain’s regions exercise responsibility for energy policy will ultimately determine the fate of the Balearics climate plan.
Last month, Spain’s constitutional court froze a similarly ambitious climate change act passed by the restive parliament in Catalonia.
The Balearics government says that if its climate plan is blocked, it will refuse to upgrade its Alcúdia coal plant in Majorca in time to meet a 2020 deadline for new EU emissions limits.
Most of the Balearics’ energy comes from this complex – whose planning permission approvals are controlled by the islanders’ government, according to Groizard. 
“If we sit on our hands and do nothing then on 1 January 2020, the plant will not be able to work, because it will be in breach of the EU legislation,” he said. “We are hoping it won’t go that far. But we do have pockets of sovereignty – or power – that we’re planning to use if we need to.”
Groizard argues that rather than spend €100m in compliance costs for a polluting plant, the money should be invested in clean energies. The Balearics’ plan would close one half of the coal plant by 2020 and the other half by 2030, after consultations with plant workers.
Juan López de Uralde, a Green MP in Madrid said the plan had the potential to stir a wider rebellion. “If the government continues with its paralysis [on climate change], a united front could happen,” he said, citing Andalucia – currently drafting its own climate plan – Castilla La Manca, Valencia and Catalonia as potential allies.
Marta Subirà, Catalonia’s environment minister, said climate shocks from rising sea levels and damage to two local deltas – along with heatwaves and forest fires – provided “a reason for this kind of [united] front”.
The governments of Catalonia and the Balearic Islands have already combined to prevent offshore drilling along their shared coast, and the Balearics had taken Catalonia’s climate law as “a role model”, Subirà said.
“It is an alert to the Spanish government to tell them that this is the moment to act,” she told the Guardian. “They can’t hide anymore and we are ready to do it.”",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/environment/2018/feb/15/balearics-launch-pioneering-plan-to-phase-out-emissions
2,5cc08092a2c3613145ed8f33,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/6fe62b3d652e0ac44e78be168959c9d95d69c5ff/0_365_5472_3283/master/5472.jpg?width=300&quality=85&auto=format&fit=max&s=14f57c2524a120f490c1c845a5637699', u'description': u'The Met Office has warned the skiing industry in Scotland could collapse within 50 years as winters become too mild for regular snowfall.
Photograph: Murdo Macleod for the Guardian', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/6fe62b3d652e0ac44e78be168959c9d95d69c5ff/0_365_5472_3283/master/5472.jpg?width=700&quality=85&auto=format&fit=max&s=e5c62325a2253cde248850362dedd5e0', u'height': u'3283', u'width': u'5472'}}, {u'type': u'http://schema.org/ImageObject', u'properties': {u'url': u'https://i.guim.co.uk/img/media/1f44603c4994e30fcee014e1774b8845f72f2a8c/0_203_3500_2100/master/3500.jpg?width=700&quality=85&auto=format&fit=max&s=d73a5c3a7d0ae3078bba2f2f7585907e', u'width': u'3500', u'contentUrl': u'https://i.guim.co.uk/img/media/1f44603c4994e30fcee014e1774b8845f72f2a8c/0_203_3500_2100/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=fe6a5bb432b0e7f30728d013681cc792', u'description': u'According to the ECB, 27% of England’s home one-day internationals have been played with reduced overs since 2000. Photograph: Andrew Boyers/Action Images via Reuters', u'height': u'2100'}}]",Sport,"[Winter Olympics, Snowboarding, Climate change, Sport]",[Martha Kelner],,,1518627419000,1517961710000,"Snowsports are not the only activity being affected by climate change, with cricket and golf already experiencing problems",,l,"[https://www.theguardian.com/sport/snowboarding, https://www.theguardian.com/environment/climate-change, https://www.theguardian.com/tone/news]","Snowsports are not the only activity being affected by climate change, with cricket and golf already experiencing problems",https://i.guim.co.uk/img/media/6fe62b3d652e0ac44e78be168959c9d95d69c5ff/0_365_5472_3283/master/5472.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMTgucG5n&s=3c72b525f21cce0cf513a8d75ac49b39,Cricket and golf join snowsports under threat from climate change,article,http://www.theguardian.com/sport/2018/feb/07/golf-cricket-snowsports-threat-climate-change,0,"The future of snowsports is under threat, according to a report into the impact of climate change on grassroots and elite sport.
Although it has been well below freezing as athletes prepared for the Winter Olympics in South Korea this week, winter temperatures in the Alps, where many British competitors train, could rise by up to 4C by 2100. By then, only six of the past 19 Winter Olympics venues could be sufficiently cold to act as host cities.
The Met Office has warned the skiing industry in Scotland could collapse within 50 years as winters become too mild for regular snowfall.
The Team GB snowboarder Aimee Fuller, whose annual training venue in Switzerland has undergone huge change in the past decade, said: “Snowboarding is really susceptible to the impact of climate change and we can see the impact on our sport in the mountains on a daily basis.”
In the UK, the governing bodies of cricket and golf are growing increasingly concerned about the effect of extreme weather related to climate change. According to the England and Wales Cricket Board, 27% of England’s home one-day internationals have been played with reduced overs since 2000 because of rain. At least 175 days of play, equivalent to around 16,000 overs, have been lost in five of the past 10 years in the County Championship.
Some of the most famous golf courses in the country, including St Andrews, are at threat from climate related coastal erosion, according to the report from the Climate Coalition, which also notes the toll extreme weather is taking on junior football.
The future of county cricket is in jeopardy, according to Dan Cherry, the head of operations at Glamorgan, where the rate of rain-affected matches has more than doubled since 2011.
“Our experience is becoming the norm for almost every club and it’s difficult even for first-class counties to be commercially viable with such an impact,” Cherry said. “It’s been worst in recent years – during the 2017 season five of our seven T20 Blast fixtures were badly affected by rain, with three being totally abandoned. T20 Blast is a great way to get new people through the gates but they won’t come back if this keeps happening and it’s damaged the club to the tune of £1m. If we don’t take it seriously, climate change will fundamentally alter the game.”
Sea-level rise poses the most serious threat to golf in the UK, including at St Andrews, known as the home of golf. Some believe a 20% decline in golf club membership since 2005 can be partially ascribed to worsening weather trends.
Steve Isaac, the director of sustainability at the R&amp;A, said: “Golf is impacted by climate change more than most other sports. We are witnessing different types and timings of disease, pest and weed outbreaks.”",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/sport/2018/feb/07/golf-cricket-snowsports-threat-climate-change
3,5cc082e6a2c3613145ed8fd9,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/b6b403b310e603791f3a52d07f73f5e585de606b/0_0_3500_2504/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=82fd248bd38132bc09f54dabc92d1158', u'description': u'A collection of daffodils in bloom near Windsor Castle on Friday 19 January.
Photograph: Steve Parsons/PA', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/b6b403b310e603791f3a52d07f73f5e585de606b/0_0_3500_2504/master/3500.jpg?width=700&quality=85&auto=format&fit=max&s=eab92048bf1b0255b4cc45a294247071', u'height': u'2504', u'width': u'3500'}}]",Environment,"[Spring, Environment, Climate change, Climate change, Science, Wild flowers, Gardens]",[Guardian readers],,,1518627423000,1517479212000,Get involved in our project mapping the change in UK seasons: tell us if you’re seeing an early spring near you,,l,"[https://www.theguardian.com/environment/climate-change, https://www.theguardian.com/science/scienceofclimatechange, https://www.theguardian.com/environment/wild-flowers, https://www.theguardian.com/lifeandstyle/gardens]",Get involved in our project mapping the change in UK seasons: tell us if you’re seeing an early spring near you,https://i.guim.co.uk/img/media/b6b403b310e603791f3a52d07f73f5e585de606b/0_404_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=de3a17734b366b0fb3d8aba56330489a,Has spring come early where you live? Share your pictures,article,http://www.theguardian.com/environment/2018/feb/01/has-spring-come-early-where-you-live-share-your-pictures,0,"Has spring sprung early where you are? Are you already noticing changes to the appearance or behaviour of flora and fauna in gardens, window boxes or local wild spaces? If so, we’d like to hear about it for a project mapping what appears to be a trend of shorter winters in the northern hemisphere.
In 2017 the Climate News Network said spring began 26 days earlier than a decade ago. While for some this may mean the enjoyable sight of an early blooming snowdrop or daffodil, of course their appearance could be linked to the serious consequences of climate change. 
We’d like your help understanding and tracking the situation where you are. Send us pictures of plants in bloom or other signs of the seasons changing and we’ll feature some of them in our reporting.
Share your pictures via the contribute buttons on this article. Importantly, tell us where and when your photograph was taken – if you have older photos for comparison, or can describe how things were in previous years, we’d be very interested. You can also fill out the form below if you prefer. This assignment is aimed at readers in the northern hemisphere, but if you have seen anything notable where you are in the southern hemisphere you can still tell us about it.",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/environment/2018/feb/01/has-spring-come-early-where-you-live-share-your-pictures
