,_id.$oid,article_image,article_section,article_tags,authors,comments,date_comments_parsed.$date,date_modified.$date,date_published.$date,description,discussion_section_open,headline,keyword_urls,og_fields.og:description,og_fields.og:image,og_fields.og:title,og_fields.og:type,og_fields.og:url,share_count,text,topic_seed_url,url
0,5cc07d91a2c3613145ed8e28,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/d9904ffc17e870a869d95cdcec6953d5f27f69bb/0_230_3464_2079/master/3464.jpg?width=300&quality=85&auto=format&fit=max&s=4cbd8ce7a3095dc17c7aa553deeecf36', u'description': u'Labor and the Coalition are battling for marginal seats in Queensland where voters are concerned about the reef.
Photograph: Richard Fitzpatrick', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/d9904ffc17e870a869d95cdcec6953d5f27f69bb/0_230_3464_2079/master/3464.jpg?width=700&quality=85&auto=format&fit=max&s=86f402f02fb8ca295f0010f61343daeb', u'height': u'2079', u'width': u'3464'}}]",Environment,"[Great Barrier Reef, Environment, Australia news, Australian politics, Climate change, Coalition, Oceans, Coral, Queensland, Marine life]",[Katharine Murphy],,,1527266117000,1524947129000,"The money will help try to save the reef from crown-of-thorns starfish and reduce pollution, Malcolm Turnbull to announce",,0,"[https://www.theguardian.com/australia-news/australian-politics, https://www.theguardian.com/environment/climate-change, https://www.theguardian.com/australia-news/coalition, https://www.theguardian.com/environment/oceans, https://www.theguardian.com/environment/coral, https://www.theguardian.com/australia-news/queensland, https://www.theguardian.com/tone/news]","The money will help try to save the reef from crown-of-thorns starfish and reduce pollution, Malcolm Turnbull to announce",https://i.guim.co.uk/img/media/d9904ffc17e870a869d95cdcec6953d5f27f69bb/0_230_3464_2079/master/3464.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=bd727aaee9e562571bf1078f1c3f3599,Budget earmarks $500m to mitigate Great Barrier Reef climate change,article,http://www.theguardian.com/environment/2018/apr/29/budget-earmarks-500m-to-mitigate-great-barrier-reef-climate-change,0,"The Turnbull government will allocate $500m to mitigate the impacts of climate change on the Great Barrier Reef.
The funding, to be unveiled on Sunday and confirmed in the May budget, follows a recent study finding that 30% of the reef’s corals died in a catastrophic nine-month marine heatwave in 2016.
The government will partner with the Great Barrier Reef Foundation in a $444m agreement to tackle crown-of-thorns starfish, reduce pollution and mitigate the impacts of climate change.
The government will increase funding for the Great Barrier Reef Marine Park Authority and the Department of the Environment and Energy by $56m to expand environmental management and compliance operations. 
• Sign up to receive the top stories from Guardian Australia every morning
Both of the major parties are currently focused on winning hearts and minds in Queensland, with the state’s marginal seats likely to determine the outcome of the next federal election.
The Coalition has been criticised by environment groups for not acting fast enough to protect the reef, and the government’s support for the Adani coalmine has also been controversial both locally and nationally because of its potential impact on the reef.
In January Guardian Australia revealed that millions of dollars of commonwealth money was being handed to tourism-linked groups for reef protection, despite official advice recommending against the projects, or repeatedly finding them to be failing.
Earlier this year, the head of the United Nations environment program warned the battle to save the world’s coral reefs was at “make-or-break point”. Erik Solheim said governments needed to intensify concrete actions including limiting greenhouse gas emissions, plastic pollution and impacts from agriculture.
In a statement issued in advance of Sunday’s announcement, the prime minister Malcolm Turnbull said the new funding was an investment in the health of the reef and the tourism jobs dependent on it.
“Like reefs all over the world, the Great Barrier Reef is under pressure,” Turnbull said. “A big challenge demands a big investment – and this investment gives our reef the best chance.”
Turnbull said the reef restoration science associated with the funding would be shared internationally and with Pacific neighbours.
“As a highly respected philanthropic organisation, the Great Barrier Reef Foundation has a strong fundraising track record, and will seek corporate contributions to further enhance this work,” the prime minister said.
The funding package includes $201m for improving water quality with changed farming practices such as reduced fertiliser use, $100m for reef restoration science, $58m to combat the crown-of-thorns starfish, $45m for community engagement, including drawing on Indigenous traditional knowledge for sea country management, and $40m for monitoring reef health.
The study on coral mass mortality, published in Nature and led by Terry Hughes, the director of the ARC Centre of Excellence for Coral Reef Studies – published in April – examined the link between the level of heat exposure, subsequent coral bleaching and ultimately coral death.
It found that 29% of the 3,863 reefs that make up the Great Barrier Reef lost two-thirds or more of their corals. It said “initially, at the peak of temperature extremes in March 2016, many millions of corals died quickly in the northern third of the Great Barrier Reef over a period of only two to three weeks”.
“These widespread losses were not due to the attrition of corals that slowly starved because they failed to regain their symbionts. Rather, temperature-sensitive species of corals began to die almost immediately in locations that were exposed to heat stress.”",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/environment/2018/apr/29/budget-earmarks-500m-to-mitigate-great-barrier-reef-climate-change
1,5cc0803aa2c3613145ed8f19,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/2e0b0a3cb6d795eceae26a9bb57395a47730b537/0_185_3500_2101/master/3500.jpg?width=300&quality=85&auto=format&fit=max&s=b2836dd1c6f2464426d9fa626e471b92', u'description': u'A man recharges his Nissan Leaf electric car in Finnøy, Norway.
Photograph: Reuters', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/2e0b0a3cb6d795eceae26a9bb57395a47730b537/0_185_3500_2101/master/3500.jpg?width=700&quality=85&auto=format&fit=max&s=9ba2ffc322528c908e70970417f29522', u'height': u'2101', u'width': u'3500'}}]",Environment,"[Electric, hybrid and low-emission cars, Motoring, Travel and transport, Technology, Greenhouse gas emissions, Climate change, Environment, Norway, UK news, China, Ethical and green living, Europe, World news]",[Daniel Boffey],,,1524154382000,1524143808000,"Electric vehicles’ share of new UK registrations rises to 2%, still falling far short of Norway’s 48%",,l,"[https://www.theguardian.com/technology/motoring, https://www.theguardian.com/environment/travel-and-transport, https://www.theguardian.com/environment/carbon-emissions, https://www.theguardian.com/environment/climate-change, https://www.theguardian.com/world/norway, https://www.theguardian.com/world/china, https://www.theguardian.com/tone/news]","Electric vehicles’ share of new UK registrations rises to 2%, still falling far short of Norway’s 48%",https://i.guim.co.uk/img/media/2e0b0a3cb6d795eceae26a9bb57395a47730b537/0_185_3500_2101/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMTgucG5n&s=d1a177a85fea554e3c3850ff9098d5f3,UK drives into e-vehicle fast lane with 11% sales rise,article,http://www.theguardian.com/environment/2018/apr/19/e-vehicles-electric-cars-uk-sales-rise-norway-china,0,"Sales of electric cars in the UK have risen 11% on last year, putting the country in the premier league of those ditching petrol and diesel engines, though it is still miles behind Norway and China.
An analysis of the latest global sales of electric vehicles found that nearly half the vehicles registered in Norway in the first three months of 2018 were electric (48%), compared to just over a third (35%) during the same period in 2017. The vehicles are run almost exclusively off the nation’s hydropower resource, underlining Norway’s claim as the world leader.
China’s raw numbers were the most impressive, even if the total market share of e-vehicles was only 2% of new registrations.
In the first quarter of 2018, 142,445 electric vehicles – private cars, lorries, trucks and buses – were sold in China, a 154% increase on the previous year.
Stefan Bratzel of the Centre of Automotive Management (CAM), which compiled the data, said: “China and Norway are exceptional in e-mobility. The lead market remains China, where substantial industrial policy motives are driving battery-electric vehicle technology forward.
“In Norway, where now almost half of new vehicle registrations are e-vehicles, it becomes clear how quickly a change in drive technologies can take place. Generally, e-mobility is also gaining momentum.”
In the UK, e-vehicle sales reached 14,084 units in the first quarter of 2018. Plug-in hybrid vehicles accounted for 71% of the sales. The market share of electric vehicles increased from 1.5% a year ago to 2%.
The German market is also be gathering momentum, with the share of electric vehicles rising from 1.2% in 2017 to 2%. At the same time, new registrations of diesel vehicles are in freefall. According to the latest data, diesel’s market share is 31.3% – a decline of 25.4% on the year before.
Globally, new registrations of e-cars are expected to increase moderately by 2020, and will range between 2.5% and 6% of market share, according to CAM. 
By 2025, about 25m newly registered electric cars are expected in the most optimistic scenario, which would equate to a 25% market share; this could potentially rise to a 40% share by 2030.",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/environment/2018/apr/19/e-vehicles-electric-cars-uk-sales-rise-norway-china
2,5cc08043a2c3613145ed8f1e,"[{u'type': u'http://schema.org/ImageObject', u'properties': {u'contentUrl': u'https://i.guim.co.uk/img/media/bb6309aa2eb6fbc997ddc586a3323976d22175a8/0_187_5616_3370/master/5616.jpg?width=300&quality=85&auto=format&fit=max&s=e6357f53d00ccfb8a974ce1b63eff3b5', u'description': u'Ice911 researchers at work at their test site near Utqiaġvik, Alaska, by the monitoring buoy, which sits in the center of the site monitoring temperatures and reflectivity, and taking photos.
Photograph: Roman Decca', u'representativeOfPage': u'true', u'url': u'https://i.guim.co.uk/img/media/bb6309aa2eb6fbc997ddc586a3323976d22175a8/0_187_5616_3370/master/5616.jpg?width=700&quality=85&auto=format&fit=max&s=7565b17571550d056cf4b99949baaceb', u'height': u'3370', u'width': u'5616'}}, {u'type': u'http://schema.org/ImageObject', u'properties': {u'url': u'https://i.guim.co.uk/img/media/02cb1782e3d8e49730156a1eb3712d6ef39e4734/0_186_4454_2672/master/4454.jpg?width=700&quality=85&auto=format&fit=max&s=8808e6ad4dc1ccddfb3ea344d42d0d57', u'width': u'4454', u'contentUrl': u'https://i.guim.co.uk/img/media/02cb1782e3d8e49730156a1eb3712d6ef39e4734/0_186_4454_2672/master/4454.jpg?width=300&quality=85&auto=format&fit=max&s=695873868f3afeee515b426ccf39dee8', u'description': u'Sea ice near Utqiaġvik, on the north coast of Alaska. Scientists forecast that Arctic sea ice could completely vanish in summertime by the 2040s. Photograph: Oliver Milman for the Guardian', u'height': u'2672'}}, {u'type': u'http://schema.org/ImageObject', u'properties': {u'url': u'https://i.guim.co.uk/img/media/5edec5c52fd99d637564e6b3abba23ffded80ff6/0_161_4928_2957/master/4928.jpg?width=700&quality=85&auto=format&fit=max&s=0b4651cc63e7b2702bd14bf388486903', u'width': u'4928', u'contentUrl': u'https://i.guim.co.uk/img/media/5edec5c52fd99d637564e6b3abba23ffded80ff6/0_161_4928_2957/master/4928.jpg?width=300&quality=85&auto=format&fit=max&s=4820dd567d1e9e35374ffc450b26bea1', u'description': u'A photo taken from the International Space Station shows the sun reflected off snow and ice with clouds and shadows making a surreal landscape. Photograph: ISS/Nasa', u'height': u'2957'}}, {u'type': u'http://schema.org/ImageObject', u'properties': {u'url': u'https://i.guim.co.uk/img/media/5f57b0a8caa30bbb72ece589e0a7884f856b792d/24_0_6433_3860/master/6433.jpg?width=700&quality=85&auto=format&fit=max&s=aebabd339777097aa04712ce7ccc6612', u'width': u'6433', u'contentUrl': u'https://i.guim.co.uk/img/media/5f57b0a8caa30bbb72ece589e0a7884f856b792d/24_0_6433_3860/master/6433.jpg?width=300&quality=85&auto=format&fit=max&s=2e3cc961a13c2e6426a8c09f29c1cb36', u'description': u'An artist’s impression of how the sand grains might be deployed by ship. Photograph: Roman Decca', u'height': u'3860'}}]",World news,"[Alaska, Climate change, Climate change, US news, World news, Environment, Science]",[Oliver Milman],,,1551698570016,1524463204000,"Arctic Dispatches, part 3: A pilot project at a lake in northern Alaska is one of a number aiming to slow climate change with geoengineering – but some worry about unintended consequences",,,"[https://www.theguardian.com/science/scienceofclimatechange, https://www.theguardian.com/environment/climate-change, https://www.theguardian.com/tone/features]","Arctic Dispatches, part 3: A pilot project at a lake in northern Alaska is one of a number aiming to slow climate change with geoengineering – but some worry about unintended consequences",https://i.guim.co.uk/img/media/bb6309aa2eb6fbc997ddc586a3323976d22175a8/0_187_5616_3370/master/5616.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=5b3f3e5b15e861f1320e3e0849baf85c,Could sprinkling sand save the Arctic's shrinking sea ice?,article,http://www.theguardian.com/world/2018/apr/23/sprinkling-sand-save-arctic-shrinking-sea-ice,0,"As a test location for a project that aims to ensure the livability of Earth, a frozen lake near the northern tip of Alaska could seem rather inauspicious.
While the North Meadow Lake near Utqiaġvik, formerly known as Barrow, may be relatively nondescript, it will be the staging ground this month for an ambitious attempt to safeguard the Arctic’s rapidly diminishing sea ice and stave off the most punishing effects of global warming.
Tiny spheres of reflective sand will be sprinkled upon the lake to see if this can prevent the lake ice from melting or slow the process down. Should testing prove successful, the project, called Ice911, has the grand vision of slathering around 19,000 sq miles of sea ice – equivalent to the size of Costa Rica – with trillions of sand grains in order to stem the loss of ice cover and prevent runaway climate change.
Ever wondered why you feel so gloomy about the world - even at a time when humanity has never been this healthy and prosperous? Could it be because news is almost always grim, focusing on confrontation, disaster, antagonism and blame?
This series is an antidote, an attempt to show that there is plenty of hope, as our journalists scour the planet looking for pioneers, trailblazers, best practice, unsung heroes, ideas that work, ideas that might and innovations whose time might have come.
Readers can recommend other projects, people and progress that we should report on by contacting us at theupside@theguardian.com
“The ice in the Arctic isn’t going to come back by itself,” said Leslie Field, founder of Ice911. “And we don’t have much time left.”
Field, a Silicon Valley engineer and researcher who worked for Chevron and HP, said she was inspired to intervene in the Arctic after seeing Al Gore’s climate change parable An Inconvenient Truth in 2006. 
“It hit me like a train,” she said. “The importance of the Arctic just leapt out to me.
“I looked at it and thought: ‘What if this is a materials problem?’ You go through the list of things that aren’t adding pollution or foods to the environment and it’s a fairly short list. I’ve been through a few options and this one has legs.”
For the past decade, Field has been testing out various materials that might provide a protective barrier to the winnowing sea ice, conducting tests in barrels of water in laboratories, on lakes in California and Canada, on a pond in Minnesota. 
Testing is now set to take place in the tundra of the Alaskan Arctic, near a research station where scientists generally observe changes in sea ice, rather than attempt to halt or reverse them. Scientists flock to Utqiaġvik to survey seabirds or gather data from boreholes in the tundra – there are about 80 beds in austere cabins at the Barrow Arctic Research Center and all will be full this summer.
“Leslie is kind of a one-off,” said Nagruk Harcharek, a senior official at the Ukpeaġvik Iñupiat Corporation, which operates the research centre. “I think her dream is to go pretty big time. Whether that’s realistic and is going to save the world, I don’t know.”
Field is attempting to resurrect the reflectivity lost by the Arctic as sea ice has receded due to a warming atmosphere and ocean. Sea ice is being lost at a rate not seen in at least 1,500 years, with Nasa calculating it is disappearing by about 13% a decade. 
In March, the National Snow and Ice Data Center reported that the Arctic had reached a seasonal maximum of 5.59m sq miles – the second-lowest peak extent in the 39-year satellite record. Scientists forecast that Arctic sea ice could completely vanish in summertime by the 2040s. 
As sea ice is lost, it locks the Arctic into a downward spiral. Less stark white reflective surface, or albedo, means more dark ocean, which absorbs sunlight rather than repels it, thus speeding up the warming process and spurring further melting. Older multi-year ice, 10ft thick in places, accounted for just 1% of the winter ice pack last year, meaning the sea ice that remains is now largely composed of newer, thinner and less reflective ice.
Field claims that her solution could save what’s left. Tiny balls of silica, measuring less than the breadth of a human hair, should reflect 90% of the sun’s heat. This “emergency first aid” is framed as a chance for the world to be afforded more time to slash greenhouse gas emissions. 
The cost and logistics are daunting, however. It’s unclear how the sand grains will be distributed, although Field prefers the idea of ship-based deployment rather than using aircraft. 
Field isn’t targeting the whole Arctic region – instead focusing on areas such as Fram Strait, between Greenland and the Norwegian island of Svalbard – but the cost to festoon 19,000 sq miles of ice in silica would still be around $750m, not including labour.
The continual funding for such an effort will have to come from private donors, or the UN, or perhaps the World Bank. That, too, isn’t certain as yet, despite a “large-scale launch” of ice covering earmarked for 2020.
The world may have warmed by around 1C (1.8F) over the past century but the Arctic far outstrips this global average and is warming at around twice the rate of the rest of the world.
In places, the rate of warming has been astonishing. Novembers in the Alaskan town of Utqiaġvik, formerly Barrow, are now 5.5C warmer than they were in 1979. This past winter, the warmest on record in the Arctic, saw some locations exceed 20C hotter than normal.
The Arctic is dominated by sea ice, unlike the Antarctic which is essentially a huge land-based ice sheet. As the ocean and atmosphere warm, sea ice is shrinking in extent, at around 13% a decade since 1979, according to Nasa. The bright white surface of ice, known as albedo, is giving way to the dark ocean, meaning that sunlight is being absorbed rather than reflected, amplifying the warming effect.
These “rapid and dramatic changes” are introducing a “new normal” to the Arctic, according to US government scientists in a report card last year. Storms are eroding away ice-free coastlines, summer wildfires are becoming fiercer and certain species, such as polar bears, are increasingly struggling to find food. This is all providing a major challenge to communities in the Arctic, but a boon to the shipping industry, which can navigate the area more easily. This task will get even simpler once the Arctic is ice free in summertimes, forecast as soon as 2040s.
“It’s not chump change, but compared to other options it’s cost effective,” she said. “It’s a matter of trying to prevent the horrific list of things, such as sea level rise, storms and so on, that will come from climate change. Things that will cost us trillions, not billions.”
Ice911 isn’t the only direct environmental intervention, known as geoengineering, plotted for the Arctic. 
A team of scientists at Arizona State University want to add an extra metre of sea ice to the Arctic’s current thickness by spending $500bn on a network of 10m wind-powered pumps that would be used to push seawater on to the surface of the ice where it would freeze.
“Our only strategy at present seems to be to tell people to stop burning fossil fuels,” lead physicist Steven Desch said last year. “It’s a good idea but it is going to need a lot more than that to stop the Arctic’s sea ice from disappearing.”
In the Paris climate accords, world governments agreed to a 2C warming limit. Most plausible forecasts concede this won’t be possible with emissions reductions and renewable energy ramp-ups alone. Some sort of technology that captures carbon or removes it directly from the atmosphere will be needed. 
No such viable technology exists at any sort of scale, but a number of geoengineering projects of various hues (Field calls her option “soft” or “eco” geoengineering) have in recent years jostled to forge a breakthrough. 
There is the plan to use 16tn miniature robots to deflect the sun’s heat away from Earth; or the project to pump aerosols into clouds in order to “brighten” them and bolster their reflective power. Another scheme, devised by the scientist who developed Australia’s polymer bank notes, is trialling a thin “sun shield” to be placed over parts of the Great Barrier Reef, which has recently suffered from severe coral bleaching. 
A separate project, led by the Harvard physicist David Keith, plans to head to Tuscon, Arizona, this year to launch the “StratoCruiser” – a high-altitude balloon equipped with sensors that will spray a mist of molecules such as sulfur dioxide or calcium carbonate into the atmosphere to deflect sunlight and spur cloud formation. Harvard’s solar geoengineering program has received funding from Bill Gates, among other sources.
These and other similar projects have faced criticism over potential unintended pollution, as well as the even more hazardous prospect of handing countries a reason to slow down their emissions cuts in favour of a geoengineering panacea that may never arrive.
János Pásztor, a former UN assistant secretary general for climate change, recently called for a pause in solar geoengineering so that unforeseen risks could be properly explored. 
In a speech to Arizona State University, Pásztor singled out Keith’s experiment. “Some time within the next year, we may see the world’s first outdoor experiment on stratospheric aerosol injection take place here in the skies above Arizona, yet for the most part governments are not aware of, nor addressing, the profound governance issues this poses,” he said.
“We urgently need an open, inclusive discussion on how the world will research and govern solar geoengineering. Otherwise we could be in danger of events overtaking society’s capacity to respond prudently and effectively.”
Some scientists are also wary about interventions to restore Arctic sea ice, broadly following the same precautionary principle that tweaking the composition of an ecosystem can have far-reaching ramifications, such as unleashing the cane toad in Australia or allowing feral hogs to run rampant in Texas. 
“I think there are good intentions to solve this difficult problem,” said Cecilia Bitz, an Arctic sea ice expert at the University of Washington. “I don’t fault people looking for geoengineering solutions but I believe it will be cheaper and more effective to reduce our emissions.”
Bitz said she was “not very optimistic” about Ice911’s plan as it creates “very small particulates that are very dangerous for ecosystems”, despite Field’s assurances that the silica will be harmless to wildlife. The silica material will average 60 micrometers, which is “well out of the range of danger” caused by particulates that are typically smaller, at 10 micrometers or less, according to Roman Decca, who works on strategy and engineering at Ice911.
“You could put a big sheet on top of the ice instead, I suppose, but that could trap seals,” said Bitz. “The idea of spraying seawater on top of the ice is interesting and potentially effective, but it’s very costly. All of these solutions would be very expensive. We need to mitigate our greenhouse gas emissions, first and foremost.”
Even if the silica proves benign to the Arctic environment, keeping a lid on warming in the region could backfire anyway, according to Julienne Stroeve, senior research scientist at the National Snow and Ice Data Center.
“Weather patterns and ocean currents bring excess heat to the poles to balance out the planet, so you might invigorate those warming systems,” she said. “It might all be a bit futile.”",https://www.theguardian.com/environment/climate-change,https://www.theguardian.com/world/2018/apr/23/sprinkling-sand-save-arctic-shrinking-sea-ice
